student_id,course_major,actual_grade,completion_status,student_difficulty_rating,study_hours_logged,feedback_comment,student_major,course_id
3327,Business,F,Completed,4.2,18,Requires significant study time and dedication.,Engineering,COURSE0171
3318,Business,B+,Completed,2.3,6,Good for revising basic concepts.,Healthcare,COURSE0323
1873,Computer Science,B+,Completed,3.5,6,Balanced workload with practical assignments.,Computer Science,COURSE0054
2491,Business,A,Completed,3.4,19,Balanced workload with practical assignments.,Healthcare,COURSE0394
2152,Computer Science,,Failed,4.5,12,Not recommended without a strong background.,Computer Science,COURSE0298
1755,Engineering,,Dropped,3.9,11,Demanding course with a heavy workload.,Engineering,COURSE0320
1038,Business,F,Dropped,3.5,20,"Some complex topics, but support was available.",Business,COURSE0126
1037,Computer Science,B,Completed,2.6,14,Good for revising basic concepts.,Healthcare,COURSE0277
3401,Computer Science,,Failed,3.2,15,"Requires regular study, but rewarding overall.",Healthcare,COURSE0464
2141,Business,B+,Completed,3.8,17,Challenging but manageable with consistent effort.,Engineering,COURSE0204
1244,Computer Science,B+,Completed,3.7,7,"Some complex topics, but support was available.",Engineering,COURSE0194
1899,Business,F,Completed,4.2,20,Intensive exams and complex assignments.,Business,COURSE0169
1615,Computer Science,F,Dropped,4.1,11,Conceptually tough and fast-paced.,Business,COURSE0152
1661,Computer Science,,Dropped,3.1,13,Balanced workload with practical assignments.,Healthcare,COURSE0035
2628,Engineering,,Dropped,4.5,15,Not recommended without a strong background.,Computer Science,COURSE0184
3041,Engineering,,Failed,3.5,15,Challenging but manageable with consistent effort.,Engineering,COURSE0286
2112,Business,,Dropped,2.1,14,Good for revising basic concepts.,Business,COURSE0057
1067,Business,B,Completed,4.9,7,Intensive exams and complex assignments.,Computer Science,COURSE0222
3442,Business,F,Failed,3.4,15,Good mix of theory and application.,Healthcare,COURSE0303
3175,Computer Science,A,Completed,4.5,12,Not recommended without a strong background.,Healthcare,COURSE0163
2198,Business,,Dropped,4.9,11,Not recommended without a strong background.,Computer Science,COURSE0019
1759,Healthcare,F,Failed,2.7,11,Straightforward and beginner-friendly course.,Engineering,COURSE0370
2023,Healthcare,F,Dropped,4.9,10,Not recommended without a strong background.,Healthcare,COURSE0264
3493,Engineering,C+,Completed,2.6,10,Good for revising basic concepts.,Business,COURSE0282
2355,Business,,Dropped,2.9,19,"Requires regular study, but rewarding overall.",Engineering,COURSE0113
3135,Healthcare,,Dropped,4.4,13,Conceptually tough and fast-paced.,Business,COURSE0488
3201,Computer Science,,Dropped,3.5,18,Good mix of theory and application.,Healthcare,COURSE0327
2402,Business,A,Completed,3.2,20,"Requires regular study, but rewarding overall.",Engineering,COURSE0030
2821,Business,,Dropped,4.2,14,Requires significant study time and dedication.,Engineering,COURSE0135
3344,Computer Science,F,Completed,4.4,20,Conceptually tough and fast-paced.,Business,COURSE0067
1800,Business,F,Completed,4.4,13,Conceptually tough and fast-paced.,Engineering,COURSE0065
2426,Business,,Dropped,2.4,15,Good for revising basic concepts.,Healthcare,COURSE0292
2878,Business,C+,Completed,2.7,5,Straightforward and beginner-friendly course.,Engineering,COURSE0025
3427,Healthcare,,Dropped,3.3,8,"Requires regular study, but rewarding overall.",Computer Science,COURSE0037
1576,Healthcare,B,Completed,2.5,17,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0001
2277,Business,F,Completed,4.7,13,Requires significant study time and dedication.,Engineering,COURSE0399
1667,Computer Science,C+,Completed,4.7,7,Not recommended without a strong background.,Healthcare,COURSE0037
3314,Business,,Dropped,2.2,12,Good for revising basic concepts.,Business,COURSE0141
2769,Business,,Failed,3.2,20,Good mix of theory and application.,Business,COURSE0232
3474,Engineering,,Dropped,4.4,20,Intensive exams and complex assignments.,Engineering,COURSE0136
1890,Business,,Dropped,2.9,20,"Some complex topics, but support was available.",Business,COURSE0389
1739,Engineering,B+,Completed,4.1,19,Demanding course with a heavy workload.,Business,COURSE0188
1215,Computer Science,F,Failed,4.3,5,Not recommended without a strong background.,Computer Science,COURSE0128
2481,Business,A,Completed,2.0,10,Helpful for gaining confidence in fundamentals.,Business,COURSE0201
2844,Computer Science,C+,Completed,3.8,6,"Requires regular study, but rewarding overall.",Engineering,COURSE0127
1477,Business,,Dropped,3.1,17,Challenging but manageable with consistent effort.,Computer Science,COURSE0257
1208,Computer Science,B,Completed,3.5,6,"Requires regular study, but rewarding overall.",Engineering,COURSE0164
1485,Business,B+,Completed,4.5,8,Demanding course with a heavy workload.,Business,COURSE0035
2784,Business,F,Completed,3.1,12,Challenging but manageable with consistent effort.,Engineering,COURSE0194
1226,Business,F,Failed,4.9,5,Intensive exams and complex assignments.,Healthcare,COURSE0191
2057,Computer Science,A,Completed,3.0,13,Challenging but manageable with consistent effort.,Computer Science,COURSE0104
1045,Healthcare,F,Completed,3.0,9,Challenging but manageable with consistent effort.,Healthcare,COURSE0023
3223,Business,B,Completed,4.9,9,Not recommended without a strong background.,Engineering,COURSE0265
2615,Computer Science,,Failed,4.4,5,Demanding course with a heavy workload.,Computer Science,COURSE0290
1594,Healthcare,F,Dropped,3.8,6,"Some complex topics, but support was available.",Computer Science,COURSE0430
2322,Engineering,,Dropped,3.3,12,Challenging but manageable with consistent effort.,Healthcare,COURSE0462
1215,Business,B+,Completed,3.4,14,"Some complex topics, but support was available.",Computer Science,COURSE0384
3169,Business,,Dropped,2.4,6,Straightforward and beginner-friendly course.,Engineering,COURSE0260
2104,Computer Science,,Dropped,3.1,18,Good mix of theory and application.,Healthcare,COURSE0414
2325,Business,F,Dropped,3.0,7,"Requires regular study, but rewarding overall.",Business,COURSE0479
1174,Business,,Dropped,4.0,17,Conceptually tough and fast-paced.,Healthcare,COURSE0358
1005,Business,,Dropped,2.5,5,Good for revising basic concepts.,Engineering,COURSE0075
3117,Business,B,Completed,2.1,6,Straightforward and beginner-friendly course.,Healthcare,COURSE0355
1457,Healthcare,,Failed,3.7,10,Good mix of theory and application.,Computer Science,COURSE0072
3326,Business,,Dropped,3.3,5,Challenging but manageable with consistent effort.,Engineering,COURSE0259
1906,Computer Science,,Failed,3.0,15,"Some complex topics, but support was available.",Healthcare,COURSE0398
2823,Business,,Dropped,2.3,10,Light workload and minimal assessments.,Computer Science,COURSE0188
2828,Business,,Dropped,4.9,10,Demanding course with a heavy workload.,Business,COURSE0461
2195,Healthcare,C+,Completed,2.2,20,Good for revising basic concepts.,Healthcare,COURSE0173
2457,Computer Science,,Dropped,2.1,14,Straightforward and beginner-friendly course.,Computer Science,COURSE0480
3382,Computer Science,,Dropped,3.9,7,Intensive exams and complex assignments.,Business,COURSE0290
2171,Engineering,,Failed,2.9,14,Challenging but manageable with consistent effort.,Healthcare,COURSE0045
2856,Computer Science,,Dropped,2.7,16,Good for revising basic concepts.,Business,COURSE0061
2118,Healthcare,,Failed,3.8,20,Balanced workload with practical assignments.,Healthcare,COURSE0083
2399,Healthcare,,Failed,3.5,6,Good mix of theory and application.,Computer Science,COURSE0123
3055,Computer Science,C+,Completed,4.3,12,Conceptually tough and fast-paced.,Computer Science,COURSE0358
1662,Engineering,,Dropped,2.2,7,Easy to follow with clear instructions.,Healthcare,COURSE0016
3080,Computer Science,,Dropped,4.6,19,Requires significant study time and dedication.,Healthcare,COURSE0066
2377,Business,,Failed,4.8,14,Conceptually tough and fast-paced.,Healthcare,COURSE0424
1729,Business,,Dropped,4.3,15,Conceptually tough and fast-paced.,Healthcare,COURSE0145
2042,Engineering,,Failed,4.8,9,Not recommended without a strong background.,Computer Science,COURSE0375
1846,Business,C+,Completed,2.1,13,Light workload and minimal assessments.,Engineering,COURSE0162
3012,Business,,Dropped,4.6,12,Conceptually tough and fast-paced.,Computer Science,COURSE0234
2359,Computer Science,F,Dropped,4.4,6,Requires significant study time and dedication.,Computer Science,COURSE0380
3067,Healthcare,B+,Completed,4.5,12,Intensive exams and complex assignments.,Computer Science,COURSE0144
1581,Business,B+,Completed,3.7,9,Good mix of theory and application.,Computer Science,COURSE0358
1672,Computer Science,,Failed,2.9,6,Challenging but manageable with consistent effort.,Engineering,COURSE0188
1287,Business,,Dropped,4.0,12,Demanding course with a heavy workload.,Engineering,COURSE0322
2398,Business,A,Completed,3.0,20,"Requires regular study, but rewarding overall.",Computer Science,COURSE0450
2423,Computer Science,,Failed,2.9,16,Good mix of theory and application.,Healthcare,COURSE0474
1923,Business,,Dropped,3.6,20,Balanced workload with practical assignments.,Computer Science,COURSE0013
2405,Computer Science,,Dropped,4.4,13,Intensive exams and complex assignments.,Business,COURSE0184
2611,Engineering,F,Dropped,5.0,8,Requires significant study time and dedication.,Engineering,COURSE0111
3307,Computer Science,F,Dropped,2.5,10,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0415
3368,Healthcare,F,Completed,4.6,20,Requires significant study time and dedication.,Healthcare,COURSE0290
2881,Engineering,F,Completed,3.5,10,Challenging but manageable with consistent effort.,Healthcare,COURSE0295
1546,Computer Science,,Failed,2.2,14,Easy to follow with clear instructions.,Business,COURSE0451
3498,Business,F,Completed,2.3,18,Easy to follow with clear instructions.,Healthcare,COURSE0392
1621,Business,,Dropped,4.2,5,Requires significant study time and dedication.,Engineering,COURSE0215
1971,Computer Science,,Failed,3.3,5,"Requires regular study, but rewarding overall.",Business,COURSE0462
2710,Business,B+,Completed,4.2,7,Demanding course with a heavy workload.,Engineering,COURSE0120
1614,Computer Science,,Dropped,4.9,7,Requires significant study time and dedication.,Engineering,COURSE0382
2941,Computer Science,,Failed,2.5,10,Straightforward and beginner-friendly course.,Healthcare,COURSE0055
1045,Business,B+,Completed,2.4,14,Straightforward and beginner-friendly course.,Healthcare,COURSE0027
2408,Computer Science,B+,Completed,2.0,10,Easy to follow with clear instructions.,Healthcare,COURSE0118
2710,Business,,Dropped,3.9,12,Intensive exams and complex assignments.,Engineering,COURSE0221
2599,Business,B,Completed,2.3,11,Light workload and minimal assessments.,Healthcare,COURSE0231
2950,Business,,Failed,4.9,15,Requires significant study time and dedication.,Business,COURSE0053
3175,Business,,Failed,3.2,12,Balanced workload with practical assignments.,Healthcare,COURSE0295
2239,Healthcare,,Failed,2.9,18,Challenging but manageable with consistent effort.,Business,COURSE0321
2884,Computer Science,,Failed,4.8,20,Not recommended without a strong background.,Healthcare,COURSE0401
3022,Engineering,F,Dropped,2.3,20,Good for revising basic concepts.,Business,COURSE0233
2278,Healthcare,B+,Completed,3.0,16,"Some complex topics, but support was available.",Business,COURSE0158
3484,Computer Science,,Failed,3.5,16,Good mix of theory and application.,Business,COURSE0437
2487,Business,F,Completed,3.0,12,Challenging but manageable with consistent effort.,Business,COURSE0269
1992,Computer Science,,Dropped,4.9,8,Not recommended without a strong background.,Engineering,COURSE0021
3103,Healthcare,,Dropped,2.8,19,Challenging but manageable with consistent effort.,Computer Science,COURSE0403
3331,Computer Science,,Failed,2.8,10,"Some complex topics, but support was available.",Healthcare,COURSE0053
2882,Healthcare,F,Completed,4.0,18,Conceptually tough and fast-paced.,Engineering,COURSE0275
1034,Computer Science,,Failed,4.6,7,Requires significant study time and dedication.,Engineering,COURSE0313
1826,Business,,Dropped,4.1,5,Requires significant study time and dedication.,Computer Science,COURSE0281
3295,Healthcare,,Dropped,2.3,14,Light workload and minimal assessments.,Healthcare,COURSE0214
2173,Business,,Dropped,4.9,8,Requires significant study time and dedication.,Healthcare,COURSE0031
2917,Business,B+,Completed,2.4,8,Light workload and minimal assessments.,Engineering,COURSE0337
1136,Computer Science,,Dropped,2.4,15,Easy to follow with clear instructions.,Healthcare,COURSE0183
2033,Business,,Failed,2.3,20,Good for revising basic concepts.,Business,COURSE0023
3278,Computer Science,,Dropped,2.3,8,Light workload and minimal assessments.,Healthcare,COURSE0032
3054,Business,F,Failed,2.6,19,Easy to follow with clear instructions.,Engineering,COURSE0446
2973,Business,,Failed,4.0,13,Conceptually tough and fast-paced.,Business,COURSE0074
3312,Business,,Dropped,2.7,11,Light workload and minimal assessments.,Healthcare,COURSE0010
2999,Business,,Failed,4.2,18,Demanding course with a heavy workload.,Healthcare,COURSE0484
1137,Computer Science,,Failed,3.1,19,"Requires regular study, but rewarding overall.",Engineering,COURSE0456
2932,Business,C+,Completed,4.8,6,Demanding course with a heavy workload.,Business,COURSE0054
1158,Business,,Dropped,4.8,5,Requires significant study time and dedication.,Engineering,COURSE0052
3216,Business,,Failed,4.5,14,Not recommended without a strong background.,Healthcare,COURSE0148
3404,Engineering,F,Completed,4.0,8,Intensive exams and complex assignments.,Business,COURSE0160
3223,Business,,Dropped,2.8,19,Good mix of theory and application.,Engineering,COURSE0370
1009,Engineering,B,Completed,4.7,17,Requires significant study time and dedication.,Healthcare,COURSE0014
1885,Computer Science,F,Failed,4.4,8,Intensive exams and complex assignments.,Engineering,COURSE0178
1127,Engineering,B+,Completed,4.6,12,Intensive exams and complex assignments.,Computer Science,COURSE0412
2688,Business,,Failed,3.5,20,Good mix of theory and application.,Engineering,COURSE0366
3393,Computer Science,,Failed,4.2,17,Requires significant study time and dedication.,Healthcare,COURSE0500
3064,Healthcare,F,Failed,2.2,8,Helpful for gaining confidence in fundamentals.,Healthcare,COURSE0053
1246,Business,F,Dropped,3.3,20,"Some complex topics, but support was available.",Computer Science,COURSE0408
3256,Engineering,C+,Completed,2.6,17,Straightforward and beginner-friendly course.,Business,COURSE0335
2546,Healthcare,,Failed,4.0,13,Conceptually tough and fast-paced.,Healthcare,COURSE0022
2451,Business,,Failed,4.2,18,Not recommended without a strong background.,Business,COURSE0030
1818,Business,,Dropped,3.9,18,Intensive exams and complex assignments.,Business,COURSE0191
2176,Business,F,Completed,4.4,17,Demanding course with a heavy workload.,Healthcare,COURSE0260
3253,Business,F,Failed,2.2,15,Good for revising basic concepts.,Healthcare,COURSE0205
1891,Healthcare,,Failed,2.1,20,Straightforward and beginner-friendly course.,Healthcare,COURSE0059
2038,Business,,Failed,4.2,19,Not recommended without a strong background.,Computer Science,COURSE0471
2263,Computer Science,,Dropped,3.6,5,Balanced workload with practical assignments.,Business,COURSE0264
2393,Computer Science,F,Completed,3.1,12,Challenging but manageable with consistent effort.,Business,COURSE0466
3138,Computer Science,C+,Completed,2.7,6,Helpful for gaining confidence in fundamentals.,Business,COURSE0012
1674,Computer Science,B+,Completed,4.7,20,Not recommended without a strong background.,Healthcare,COURSE0119
3346,Healthcare,A,Completed,4.8,14,Requires significant study time and dedication.,Healthcare,COURSE0415
1862,Healthcare,C+,Completed,3.9,7,Not recommended without a strong background.,Engineering,COURSE0462
3092,Business,B+,Completed,3.1,20,"Some complex topics, but support was available.",Computer Science,COURSE0290
1738,Business,,Dropped,3.3,7,Challenging but manageable with consistent effort.,Computer Science,COURSE0338
2769,Computer Science,B+,Completed,2.8,8,"Some complex topics, but support was available.",Business,COURSE0248
1003,Business,,Failed,3.0,5,Challenging but manageable with consistent effort.,Healthcare,COURSE0354
1664,Computer Science,,Failed,2.9,10,Challenging but manageable with consistent effort.,Engineering,COURSE0127
2045,Computer Science,C+,Completed,3.7,7,"Requires regular study, but rewarding overall.",Computer Science,COURSE0075
3234,Computer Science,,Dropped,2.3,20,Light workload and minimal assessments.,Computer Science,COURSE0361
2446,Computer Science,,Failed,3.6,9,Challenging but manageable with consistent effort.,Computer Science,COURSE0204
2077,Business,B+,Completed,3.5,11,"Some complex topics, but support was available.",Business,COURSE0049
2741,Engineering,A,Completed,2.2,16,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0079
1075,Business,A,Completed,3.9,7,Requires significant study time and dedication.,Healthcare,COURSE0441
1141,Engineering,B+,Completed,2.5,17,Straightforward and beginner-friendly course.,Computer Science,COURSE0479
2534,Business,,Dropped,2.6,9,Easy to follow with clear instructions.,Business,COURSE0241
2028,Business,F,Dropped,3.6,12,Good mix of theory and application.,Healthcare,COURSE0349
1564,Business,,Dropped,3.5,15,Balanced workload with practical assignments.,Computer Science,COURSE0154
1574,Business,,Dropped,3.8,7,"Some complex topics, but support was available.",Business,COURSE0274
3442,Business,,Dropped,3.4,20,Challenging but manageable with consistent effort.,Healthcare,COURSE0096
2361,Business,,Failed,2.8,6,Challenging but manageable with consistent effort.,Computer Science,COURSE0214
1921,Business,,Dropped,3.9,5,Conceptually tough and fast-paced.,Engineering,COURSE0294
3334,Computer Science,,Failed,3.5,11,"Requires regular study, but rewarding overall.",Healthcare,COURSE0209
1792,Business,C+,Completed,2.4,11,Easy to follow with clear instructions.,Engineering,COURSE0343
1565,Healthcare,B,Completed,4.7,7,Demanding course with a heavy workload.,Engineering,COURSE0088
1364,Engineering,,Dropped,5.0,15,Demanding course with a heavy workload.,Computer Science,COURSE0306
3453,Engineering,A,Completed,3.0,6,"Requires regular study, but rewarding overall.",Healthcare,COURSE0264
3135,Business,,Dropped,2.1,13,Helpful for gaining confidence in fundamentals.,Business,COURSE0425
2602,Business,,Dropped,4.5,14,Conceptually tough and fast-paced.,Engineering,COURSE0390
1979,Business,A,Completed,4.8,9,Not recommended without a strong background.,Business,COURSE0325
3148,Business,F,Completed,2.6,19,Light workload and minimal assessments.,Computer Science,COURSE0428
3275,Engineering,C+,Completed,3.3,19,Balanced workload with practical assignments.,Healthcare,COURSE0377
3292,Business,B,Completed,4.8,12,Requires significant study time and dedication.,Engineering,COURSE0320
1789,Computer Science,,Failed,3.8,15,"Some complex topics, but support was available.",Computer Science,COURSE0157
3442,Business,F,Failed,3.6,19,Balanced workload with practical assignments.,Healthcare,COURSE0156
2440,Healthcare,,Failed,4.3,18,Not recommended without a strong background.,Computer Science,COURSE0139
2729,Computer Science,,Failed,3.4,9,Balanced workload with practical assignments.,Computer Science,COURSE0121
1931,Business,,Dropped,3.6,20,Challenging but manageable with consistent effort.,Healthcare,COURSE0065
3299,Business,,Failed,3.3,12,"Some complex topics, but support was available.",Healthcare,COURSE0107
2124,Business,F,Completed,2.2,7,Good for revising basic concepts.,Computer Science,COURSE0147
3123,Computer Science,F,Dropped,3.9,5,Conceptually tough and fast-paced.,Healthcare,COURSE0137
2608,Computer Science,,Failed,4.5,15,Intensive exams and complex assignments.,Healthcare,COURSE0411
1457,Business,,Dropped,3.6,7,"Requires regular study, but rewarding overall.",Computer Science,COURSE0162
1710,Computer Science,C+,Completed,4.7,18,Intensive exams and complex assignments.,Engineering,COURSE0428
1373,Healthcare,,Failed,4.5,11,Conceptually tough and fast-paced.,Business,COURSE0452
3394,Healthcare,B+,Completed,4.5,20,Requires significant study time and dedication.,Engineering,COURSE0100
1873,Business,,Failed,4.4,16,Requires significant study time and dedication.,Computer Science,COURSE0338
2404,Computer Science,F,Dropped,4.9,17,Intensive exams and complex assignments.,Healthcare,COURSE0399
3204,Business,B+,Completed,2.5,12,Easy to follow with clear instructions.,Business,COURSE0307
2624,Business,,Dropped,2.3,9,Easy to follow with clear instructions.,Computer Science,COURSE0141
1036,Engineering,A,Completed,3.7,7,"Some complex topics, but support was available.",Computer Science,COURSE0083
2816,Business,B,Completed,3.1,11,Challenging but manageable with consistent effort.,Engineering,COURSE0177
2247,Computer Science,,Dropped,3.3,20,"Requires regular study, but rewarding overall.",Healthcare,COURSE0198
1996,Business,,Dropped,3.7,16,"Requires regular study, but rewarding overall.",Business,COURSE0112
1093,Computer Science,C+,Completed,2.6,9,Easy to follow with clear instructions.,Business,COURSE0056
1745,Business,,Dropped,3.7,20,"Some complex topics, but support was available.",Computer Science,COURSE0460
2019,Computer Science,,Failed,2.0,6,Good for revising basic concepts.,Computer Science,COURSE0179
3055,Engineering,,Dropped,3.3,18,Good mix of theory and application.,Computer Science,COURSE0421
1231,Business,,Dropped,4.1,18,Requires significant study time and dedication.,Healthcare,COURSE0401
2852,Computer Science,,Failed,2.5,10,Easy to follow with clear instructions.,Engineering,COURSE0186
1444,Healthcare,,Failed,3.3,5,Balanced workload with practical assignments.,Engineering,COURSE0471
2490,Computer Science,,Failed,3.3,9,Good mix of theory and application.,Engineering,COURSE0218
1803,Business,,Failed,3.1,11,"Some complex topics, but support was available.",Engineering,COURSE0413
3126,Computer Science,,Dropped,4.7,20,Demanding course with a heavy workload.,Business,COURSE0417
2758,Computer Science,B+,Completed,3.2,14,"Requires regular study, but rewarding overall.",Engineering,COURSE0316
2191,Engineering,,Failed,4.7,7,Demanding course with a heavy workload.,Engineering,COURSE0475
2101,Computer Science,A,Completed,4.2,19,Conceptually tough and fast-paced.,Business,COURSE0217
3296,Computer Science,,Failed,3.6,19,Good mix of theory and application.,Healthcare,COURSE0120
2785,Business,,Failed,4.7,17,Requires significant study time and dedication.,Business,COURSE0439
2056,Healthcare,,Failed,4.4,6,Demanding course with a heavy workload.,Engineering,COURSE0394
3068,Business,,Failed,2.4,6,Good for revising basic concepts.,Computer Science,COURSE0175
1223,Engineering,F,Dropped,3.6,17,Good mix of theory and application.,Computer Science,COURSE0023
2152,Business,,Failed,4.0,13,Not recommended without a strong background.,Computer Science,COURSE0213
1617,Business,,Failed,2.7,13,Helpful for gaining confidence in fundamentals.,Business,COURSE0405
3368,Computer Science,B+,Completed,3.4,5,Challenging but manageable with consistent effort.,Healthcare,COURSE0235
1139,Computer Science,F,Dropped,3.0,14,"Requires regular study, but rewarding overall.",Business,COURSE0013
2130,Business,,Failed,3.2,10,Challenging but manageable with consistent effort.,Business,COURSE0101
2786,Healthcare,B,Completed,3.1,14,"Requires regular study, but rewarding overall.",Business,COURSE0417
2444,Business,A,Completed,2.8,14,"Requires regular study, but rewarding overall.",Engineering,COURSE0024
2991,Healthcare,F,Dropped,4.9,9,Intensive exams and complex assignments.,Healthcare,COURSE0364
1004,Business,,Failed,4.7,11,Not recommended without a strong background.,Computer Science,COURSE0011
3037,Business,,Failed,4.8,16,Intensive exams and complex assignments.,Computer Science,COURSE0273
3007,Healthcare,B+,Completed,3.9,19,Conceptually tough and fast-paced.,Engineering,COURSE0452
1078,Engineering,F,Dropped,5.0,19,Not recommended without a strong background.,Business,COURSE0431
1293,Healthcare,F,Failed,4.9,15,Not recommended without a strong background.,Business,COURSE0281
1567,Business,,Dropped,2.6,14,Straightforward and beginner-friendly course.,Engineering,COURSE0094
2543,Business,,Failed,2.7,12,Helpful for gaining confidence in fundamentals.,Computer Science,COURSE0201
2441,Engineering,C+,Completed,3.9,11,Requires significant study time and dedication.,Computer Science,COURSE0021
1101,Business,,Dropped,4.5,13,Intensive exams and complex assignments.,Computer Science,COURSE0340
3095,Computer Science,,Dropped,4.4,10,Requires significant study time and dedication.,Healthcare,COURSE0467
3021,Engineering,,Failed,2.6,11,Straightforward and beginner-friendly course.,Business,COURSE0211
3251,Computer Science,,Dropped,2.3,10,Good for revising basic concepts.,Business,COURSE0140
3367,Computer Science,,Dropped,4.9,12,Demanding course with a heavy workload.,Engineering,COURSE0293
1521,Computer Science,A,Completed,4.9,11,Demanding course with a heavy workload.,Computer Science,COURSE0298
2486,Engineering,F,Failed,4.8,11,Intensive exams and complex assignments.,Healthcare,COURSE0401
3486,Business,B,Completed,2.8,7,Challenging but manageable with consistent effort.,Computer Science,COURSE0101
3018,Computer Science,F,Completed,2.7,19,Straightforward and beginner-friendly course.,Computer Science,COURSE0304
2808,Computer Science,B+,Completed,3.5,12,"Some complex topics, but support was available.",Computer Science,COURSE0359
1524,Engineering,F,Completed,4.9,15,Demanding course with a heavy workload.,Healthcare,COURSE0028
2562,Engineering,F,Completed,4.6,9,Demanding course with a heavy workload.,Healthcare,COURSE0041
3165,Engineering,,Failed,3.8,9,"Some complex topics, but support was available.",Healthcare,COURSE0355
1428,Computer Science,,Failed,4.8,7,Demanding course with a heavy workload.,Healthcare,COURSE0303
1906,Computer Science,,Failed,3.7,12,Balanced workload with practical assignments.,Healthcare,COURSE0496
3450,Computer Science,,Failed,3.2,12,Challenging but manageable with consistent effort.,Healthcare,COURSE0146
2530,Computer Science,,Dropped,3.7,14,Good mix of theory and application.,Business,COURSE0256
2128,Healthcare,B,Completed,2.9,19,Balanced workload with practical assignments.,Business,COURSE0462
2830,Business,F,Failed,4.7,8,Intensive exams and complex assignments.,Engineering,COURSE0227
1636,Computer Science,A,Completed,4.7,16,Not recommended without a strong background.,Engineering,COURSE0236
2283,Computer Science,,Failed,3.7,7,Challenging but manageable with consistent effort.,Computer Science,COURSE0361
2208,Business,,Dropped,4.3,19,Conceptually tough and fast-paced.,Business,COURSE0380
1891,Healthcare,B+,Completed,2.6,18,Good for revising basic concepts.,Healthcare,COURSE0455
1962,Business,,Failed,2.9,18,Balanced workload with practical assignments.,Healthcare,COURSE0489
3013,Engineering,,Failed,4.6,7,Not recommended without a strong background.,Business,COURSE0013
3232,Computer Science,,Dropped,2.6,7,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0210
1690,Computer Science,,Dropped,2.1,12,Straightforward and beginner-friendly course.,Business,COURSE0229
1910,Business,B,Completed,3.8,11,Good mix of theory and application.,Engineering,COURSE0397
1893,Computer Science,,Dropped,4.8,13,Demanding course with a heavy workload.,Business,COURSE0100
1206,Computer Science,,Failed,4.9,5,Intensive exams and complex assignments.,Engineering,COURSE0031
3319,Engineering,F,Completed,2.1,10,Light workload and minimal assessments.,Computer Science,COURSE0386
1108,Business,F,Failed,4.7,9,Conceptually tough and fast-paced.,Engineering,COURSE0016
1324,Engineering,,Dropped,4.5,6,Demanding course with a heavy workload.,Healthcare,COURSE0137
2229,Computer Science,,Dropped,4.0,5,Demanding course with a heavy workload.,Engineering,COURSE0329
1286,Business,,Dropped,3.4,7,Balanced workload with practical assignments.,Computer Science,COURSE0166
1234,Healthcare,B,Completed,3.6,8,Good mix of theory and application.,Computer Science,COURSE0459
3230,Computer Science,F,Failed,3.4,5,Balanced workload with practical assignments.,Engineering,COURSE0310
2898,Business,F,Failed,2.0,8,Good for revising basic concepts.,Engineering,COURSE0440
2377,Healthcare,A,Completed,3.6,16,"Requires regular study, but rewarding overall.",Healthcare,COURSE0470
3325,Business,,Dropped,4.6,18,Not recommended without a strong background.,Engineering,COURSE0481
3413,Business,B,Completed,2.3,14,Straightforward and beginner-friendly course.,Computer Science,COURSE0100
2346,Business,F,Completed,4.1,9,Intensive exams and complex assignments.,Business,COURSE0109
1385,Computer Science,,Dropped,3.1,14,Challenging but manageable with consistent effort.,Healthcare,COURSE0343
2015,Business,A,Completed,4.9,9,Intensive exams and complex assignments.,Business,COURSE0173
2472,Business,,Failed,3.2,14,"Requires regular study, but rewarding overall.",Healthcare,COURSE0237
1323,Computer Science,F,Failed,3.5,20,Balanced workload with practical assignments.,Computer Science,COURSE0162
3069,Engineering,,Dropped,3.3,5,Balanced workload with practical assignments.,Engineering,COURSE0393
1532,Business,C+,Completed,2.5,12,Easy to follow with clear instructions.,Healthcare,COURSE0216
2401,Healthcare,,Failed,4.2,13,Not recommended without a strong background.,Healthcare,COURSE0264
1128,Engineering,,Failed,3.6,17,"Requires regular study, but rewarding overall.",Healthcare,COURSE0263
3261,Computer Science,F,Failed,2.7,14,Straightforward and beginner-friendly course.,Healthcare,COURSE0292
1778,Computer Science,F,Failed,2.7,13,Easy to follow with clear instructions.,Computer Science,COURSE0274
2504,Engineering,,Dropped,3.0,16,"Requires regular study, but rewarding overall.",Computer Science,COURSE0003
2630,Computer Science,,Dropped,3.0,13,Balanced workload with practical assignments.,Computer Science,COURSE0028
1066,Engineering,C+,Completed,4.3,14,Intensive exams and complex assignments.,Computer Science,COURSE0326
1993,Computer Science,,Failed,3.1,14,Challenging but manageable with consistent effort.,Engineering,COURSE0492
2034,Business,A,Completed,2.1,6,Helpful for gaining confidence in fundamentals.,Engineering,COURSE0428
2981,Business,,Dropped,2.4,13,Light workload and minimal assessments.,Healthcare,COURSE0149
1806,Business,F,Completed,2.5,10,Easy to follow with clear instructions.,Healthcare,COURSE0028
1365,Healthcare,F,Completed,3.9,9,Demanding course with a heavy workload.,Healthcare,COURSE0488
3344,Business,,Dropped,3.4,13,"Some complex topics, but support was available.",Business,COURSE0310
