student_id,gpa,attendance,course_load_per_term,study_hours_per_week,course_difficulty_experience,highest_degree,career_goal,delivery_mode,fail_rate,major_x,enrollment_status,student_difficulty_rating,prerequisite_level,completion_status,weekly_study_hours_required,average_grade,study_hours_logged
4422,2.59,87,6,10,Hard,Diploma,Software Engineering,In-person,0.4,Finance,Full-time,5,Basic,Dropped,15,64.83,10
4423,3.9,75,6,14,Easy,Master,UI/UX Design,In-person,0.33,Design,Part-time,2,Advanced,Dropped,5,91.16,20
4424,3.63,84,4,11,Hard,Bachelor,Cybersecurity,In-person,0.01,Business,Full-time,8,Basic,Ongoing,10,78.09,17
4425,2.65,95,6,19,Moderate,Master,Cybersecurity,In-person,0.31,CS,Full-time,7,None,Dropped,7,86.0,6
4426,3.94,68,5,17,Easy,Master,UI/UX Design,In-person,0.03,Business,Part-time,4,Advanced,Dropped,19,87.41,5
4427,3.97,62,6,9,Easy,Master,AI & Robotics,In-person,0.33,Business,Full-time,4,Advanced,Completed,11,63.23,23
4428,2.82,69,5,11,Hard,Master,Healthcare Informatics,Hybrid,0.16,Business,Full-time,2,Advanced,Ongoing,9,69.66,19
4429,3.31,95,3,10,Moderate,Master,Finance,Online,0.38,Business,Full-time,1,Intermediate,Dropped,12,60.82,9
4430,2.81,68,5,23,Easy,Diploma,Cybersecurity,Hybrid,0.32,Finance,Full-time,7,Advanced,Ongoing,17,88.16,5
4431,2.51,60,4,19,Moderate,Diploma,Cybersecurity,In-person,0.28,Design,Part-time,2,Basic,Ongoing,14,89.23,23
4432,2.17,60,6,14,Hard,Bachelor,Cybersecurity,In-person,0.41,Business,Full-time,9,None,Ongoing,10,72.91,5
4433,2.53,68,6,11,Easy,Bachelor,Cybersecurity,Hybrid,0.24,Business,Part-time,7,Intermediate,Dropped,13,78.18,19
4434,2.54,86,3,22,Moderate,Diploma,AI & Robotics,Hybrid,0.45,CS,Part-time,4,Intermediate,Completed,6,82.82,8
4435,2.8,90,3,22,Easy,Master,Healthcare Informatics,Hybrid,0.42,CS,Part-time,6,Advanced,Ongoing,7,90.17,23
4436,2.37,62,4,18,Easy,Bachelor,Cybersecurity,Hybrid,0.03,Design,Full-time,3,Advanced,Ongoing,11,55.29,10
4437,3.91,78,3,6,Easy,Master,UI/UX Design,In-person,0.45,CS,Full-time,9,Intermediate,Completed,19,60.63,13
4438,2.21,92,6,14,Hard,Master,AI & Robotics,Online,0.31,CS,Part-time,7,Basic,Completed,6,85.46,21
4439,3.25,65,4,14,Easy,Bachelor,Finance,Online,0.48,Design,Full-time,6,Advanced,Ongoing,8,60.91,17
4440,2.88,85,6,22,Hard,Bachelor,AI & Robotics,In-person,0.37,Finance,Full-time,3,Advanced,Ongoing,19,88.58,12
4441,2.85,83,3,5,Easy,Bachelor,Software Engineering,Online,0.39,Design,Part-time,3,Basic,Dropped,16,62.33,17
4442,2.74,79,5,8,Hard,Master,UI/UX Design,In-person,0.27,Finance,Full-time,3,None,Completed,19,73.51,5
4443,3.74,72,4,22,Easy,Master,Healthcare Informatics,In-person,0.48,Design,Part-time,7,Intermediate,Completed,14,85.23,12
4444,2.56,77,5,15,Easy,Diploma,Cybersecurity,Online,0.35,Business,Full-time,1,Intermediate,Completed,19,55.91,17
4445,2.04,88,6,5,Hard,Bachelor,Finance,Online,0.21,Design,Part-time,3,None,Completed,6,57.54,22
4446,3.84,88,6,18,Moderate,Diploma,Cybersecurity,In-person,0.03,Finance,Full-time,5,None,Ongoing,7,61.62,9
4447,3.73,75,6,24,Hard,Master,UI/UX Design,In-person,0.49,Finance,Part-time,8,None,Dropped,6,52.61,14
4448,2.55,63,6,12,Easy,Diploma,Finance,Hybrid,0.44,Business,Part-time,9,Advanced,Ongoing,14,58.92,14
4449,3.05,89,3,16,Easy,Master,Cybersecurity,Online,0.32,CS,Full-time,2,Advanced,Dropped,19,57.33,7
4450,2.22,70,4,5,Moderate,Diploma,Healthcare Informatics,Online,0.28,CS,Part-time,1,Advanced,Completed,10,59.06,22
4451,2.19,60,4,11,Easy,Diploma,Software Engineering,Online,0.3,Business,Full-time,4,None,Dropped,15,80.88,10
4452,3.67,87,6,20,Moderate,Bachelor,AI & Robotics,Hybrid,0.44,CS,Part-time,7,None,Completed,16,51.51,10
4453,2.82,67,4,21,Hard,Diploma,Cybersecurity,Hybrid,0.46,CS,Part-time,6,Intermediate,Dropped,6,89.84,12
4454,3.32,69,3,7,Easy,Diploma,Software Engineering,In-person,0.15,Finance,Full-time,6,Intermediate,Dropped,18,58.17,10
4455,3.89,65,4,7,Moderate,Bachelor,Cybersecurity,Hybrid,0.15,Design,Full-time,2,Advanced,Completed,10,81.8,11
4456,2.49,98,6,9,Hard,Bachelor,AI & Robotics,Online,0.02,CS,Full-time,1,None,Completed,5,65.64,23
4457,2.03,87,4,13,Hard,Master,UI/UX Design,Online,0.5,Business,Full-time,1,Intermediate,Dropped,7,72.73,19
4458,2.05,97,5,19,Moderate,Diploma,AI & Robotics,Hybrid,0.48,Finance,Full-time,4,None,Completed,16,80.39,15
4459,3.42,74,6,23,Moderate,Bachelor,Cybersecurity,Hybrid,0.39,CS,Part-time,1,Basic,Completed,10,76.11,19
4460,3.85,85,3,9,Moderate,Diploma,UI/UX Design,Hybrid,0.22,CS,Part-time,7,Advanced,Ongoing,12,63.2,8
4461,2.93,98,6,10,Hard,Master,AI & Robotics,Hybrid,0.28,CS,Full-time,2,Advanced,Completed,14,54.49,16
4462,2.75,64,5,21,Easy,Diploma,Cybersecurity,Hybrid,0.39,Business,Full-time,4,Advanced,Completed,9,83.17,18
4463,3.09,62,5,11,Moderate,Diploma,AI & Robotics,In-person,0.11,Design,Full-time,3,Basic,Ongoing,6,75.47,16
4464,3.72,99,6,20,Moderate,Master,Healthcare Informatics,Online,0.11,Business,Part-time,5,Advanced,Ongoing,8,62.26,23
4465,3.3,72,5,20,Easy,Master,Healthcare Informatics,In-person,0.28,Finance,Part-time,7,None,Dropped,5,78.21,7
4466,2.47,77,6,10,Easy,Diploma,Healthcare Informatics,Online,0.34,CS,Full-time,6,None,Dropped,8,87.27,5
4467,3.55,88,4,12,Easy,Master,UI/UX Design,In-person,0.26,CS,Part-time,8,Basic,Completed,18,72.33,23
4468,2.27,83,5,22,Hard,Master,UI/UX Design,In-person,0.15,Business,Part-time,7,None,Completed,13,74.28,19
4469,2.33,77,5,15,Easy,Master,Cybersecurity,Online,0.19,Finance,Part-time,6,Advanced,Completed,19,83.9,23
4470,3.23,76,3,16,Hard,Master,UI/UX Design,Online,0.29,Business,Full-time,4,None,Ongoing,9,83.46,13
4471,2.48,99,6,21,Moderate,Master,UI/UX Design,In-person,0.03,Design,Part-time,8,Intermediate,Completed,14,52.98,8
4472,3.41,91,4,9,Hard,Master,AI & Robotics,Hybrid,0.49,CS,Full-time,4,None,Completed,18,50.15,6
4473,2.7,95,5,12,Hard,Bachelor,Healthcare Informatics,In-person,0.49,Design,Full-time,8,Intermediate,Ongoing,7,76.94,22
4474,2.55,65,4,19,Moderate,Master,UI/UX Design,In-person,0.42,CS,Part-time,6,None,Ongoing,13,88.65,8
4475,4.0,81,4,11,Hard,Bachelor,AI & Robotics,Online,0.18,Finance,Full-time,3,Basic,Ongoing,6,87.19,10
4476,2.08,75,4,22,Easy,Master,Finance,In-person,0.33,CS,Part-time,7,None,Dropped,7,94.38,16
4477,3.29,96,5,10,Easy,Bachelor,Healthcare Informatics,Online,0.32,Business,Full-time,6,None,Dropped,15,52.21,9
4478,2.08,69,5,7,Hard,Diploma,Software Engineering,Hybrid,0.2,CS,Part-time,7,Advanced,Dropped,17,59.54,24
4479,3.52,87,4,21,Easy,Master,Finance,Hybrid,0.44,Design,Part-time,8,Intermediate,Ongoing,18,59.46,8
4480,2.46,67,3,22,Hard,Bachelor,Cybersecurity,Online,0.28,Design,Full-time,1,Advanced,Completed,7,67.21,19
4481,2.18,86,4,12,Hard,Diploma,Cybersecurity,Online,0.02,Design,Full-time,5,Intermediate,Dropped,13,79.36,20
4482,3.3,96,3,24,Easy,Master,AI & Robotics,In-person,0.15,Business,Part-time,1,Intermediate,Ongoing,7,84.66,9
4483,3.47,84,5,20,Moderate,Diploma,UI/UX Design,Online,0.37,CS,Full-time,5,Basic,Completed,14,65.19,14
4484,3.36,86,4,24,Easy,Diploma,Finance,Hybrid,0.43,Finance,Part-time,9,None,Ongoing,16,63.78,19
4485,2.1,77,4,14,Hard,Master,UI/UX Design,Online,0.31,Finance,Full-time,1,Basic,Dropped,13,57.95,21
4486,2.59,62,3,10,Hard,Diploma,UI/UX Design,Online,0.33,Business,Part-time,8,None,Dropped,12,58.85,14
4487,2.9,93,4,9,Hard,Diploma,Software Engineering,Online,0.39,Finance,Full-time,4,Advanced,Ongoing,8,72.68,8
4488,2.57,72,6,12,Moderate,Master,Cybersecurity,Hybrid,0.21,CS,Part-time,9,Advanced,Completed,14,72.3,12
4489,3.62,90,5,7,Hard,Diploma,Cybersecurity,Hybrid,0.07,CS,Part-time,1,Advanced,Ongoing,8,72.93,18
4490,2.26,73,6,23,Moderate,Master,Finance,In-person,0.15,CS,Full-time,2,Advanced,Ongoing,19,80.15,8
4491,3.22,94,3,15,Easy,Master,Software Engineering,In-person,0.25,Design,Part-time,1,None,Completed,6,77.67,23
4492,3.98,88,6,9,Easy,Diploma,UI/UX Design,Online,0.35,Finance,Part-time,8,Intermediate,Dropped,9,64.43,12
4493,3.81,74,5,24,Moderate,Master,UI/UX Design,Hybrid,0.18,Design,Full-time,3,None,Ongoing,5,53.94,6
4494,2.44,89,3,20,Moderate,Diploma,AI & Robotics,Online,0.12,Business,Part-time,2,None,Ongoing,18,60.98,9
4495,2.0,72,3,12,Easy,Master,Software Engineering,Online,0.21,Business,Full-time,3,Intermediate,Completed,7,61.52,10
4496,3.96,71,3,12,Hard,Master,AI & Robotics,Hybrid,0.4,Business,Part-time,9,Basic,Ongoing,8,62.09,24
4497,3.77,81,4,24,Hard,Bachelor,Cybersecurity,Online,0.31,Business,Full-time,7,None,Dropped,6,85.33,15
4498,3.84,65,3,18,Moderate,Master,Cybersecurity,Hybrid,0.24,CS,Full-time,8,Advanced,Ongoing,19,55.44,7
4499,2.83,66,6,23,Moderate,Diploma,Software Engineering,Online,0.14,Design,Full-time,5,Intermediate,Dropped,11,52.39,5
4500,3.49,89,3,17,Hard,Master,Software Engineering,Online,0.13,CS,Part-time,3,Intermediate,Ongoing,18,73.37,16
4501,2.43,91,5,15,Hard,Master,Cybersecurity,Online,0.12,Finance,Part-time,3,Advanced,Dropped,13,62.14,15
4502,2.78,97,5,17,Hard,Bachelor,Healthcare Informatics,Online,0.3,Business,Part-time,3,Intermediate,Ongoing,19,91.61,21
4503,3.7,60,6,23,Hard,Bachelor,Cybersecurity,Hybrid,0.06,Finance,Full-time,9,Basic,Ongoing,5,82.67,9
4504,2.26,95,3,18,Hard,Master,Cybersecurity,Online,0.4,Business,Full-time,6,None,Ongoing,11,94.42,23
4505,3.79,86,6,18,Hard,Bachelor,Cybersecurity,Hybrid,0.24,Business,Full-time,4,None,Dropped,15,94.0,22
4506,2.99,98,4,11,Moderate,Bachelor,Finance,In-person,0.48,Finance,Part-time,1,Advanced,Dropped,16,74.1,22
4507,2.85,71,6,19,Hard,Master,Cybersecurity,Online,0.12,Finance,Part-time,8,Intermediate,Ongoing,13,71.24,21
4508,2.61,98,6,21,Easy,Diploma,Cybersecurity,In-person,0.34,Business,Full-time,8,None,Dropped,16,61.54,9
4509,3.83,65,3,22,Moderate,Bachelor,UI/UX Design,Online,0.19,Design,Full-time,5,Advanced,Ongoing,6,82.39,19
4510,3.04,98,3,23,Moderate,Bachelor,Finance,Hybrid,0.49,Business,Part-time,3,Intermediate,Completed,16,91.73,11
4511,3.61,83,5,21,Hard,Bachelor,UI/UX Design,Hybrid,0.31,Finance,Full-time,4,None,Completed,11,85.25,18
4512,3.72,63,4,22,Easy,Master,Finance,In-person,0.34,Design,Full-time,1,Advanced,Ongoing,10,68.46,11
4513,3.84,63,4,13,Moderate,Bachelor,Healthcare Informatics,Online,0.07,Design,Part-time,9,None,Ongoing,9,57.12,20
4514,2.61,99,6,9,Moderate,Diploma,AI & Robotics,Hybrid,0.18,Design,Full-time,6,None,Ongoing,6,79.2,15
4515,2.68,63,3,15,Moderate,Bachelor,Healthcare Informatics,Online,0.36,Business,Part-time,1,Intermediate,Completed,18,83.12,19
4516,3.19,76,4,11,Moderate,Bachelor,Finance,Hybrid,0.17,Business,Part-time,5,Intermediate,Completed,6,78.28,15
4517,2.88,81,4,13,Hard,Master,Healthcare Informatics,Hybrid,0.39,Design,Full-time,4,Basic,Completed,13,53.58,10
4518,3.87,86,6,12,Hard,Diploma,Software Engineering,Hybrid,0.37,CS,Part-time,4,Advanced,Ongoing,17,73.03,16
4519,2.8,68,5,16,Easy,Bachelor,Finance,Online,0.05,Business,Part-time,1,Basic,Completed,11,85.04,8
4520,2.96,84,3,10,Hard,Bachelor,AI & Robotics,Online,0.06,Business,Part-time,7,None,Dropped,16,68.21,9
4521,3.23,95,4,5,Moderate,Master,Finance,In-person,0.06,Finance,Part-time,5,Intermediate,Completed,9,62.08,7
4522,2.81,97,5,17,Hard,Diploma,Finance,Online,0.02,Finance,Part-time,6,Advanced,Dropped,11,63.9,13
4523,3.98,97,3,14,Hard,Master,Healthcare Informatics,In-person,0.16,Business,Full-time,3,Intermediate,Ongoing,10,60.43,19
4524,2.2,88,6,16,Hard,Master,Software Engineering,Online,0.34,Design,Full-time,5,None,Ongoing,9,88.52,14
4525,2.44,63,5,23,Easy,Bachelor,Healthcare Informatics,In-person,0.25,Finance,Full-time,9,None,Completed,18,76.68,17
4526,2.65,77,5,8,Easy,Diploma,Finance,In-person,0.07,Design,Full-time,2,Advanced,Ongoing,7,84.72,6
4527,2.3,74,6,12,Moderate,Master,Cybersecurity,Hybrid,0.28,Business,Full-time,5,Advanced,Dropped,12,57.01,5
4528,2.57,86,3,11,Easy,Master,Finance,Hybrid,0.45,Design,Full-time,9,Basic,Completed,18,70.0,23
4529,3.56,94,3,13,Moderate,Diploma,Healthcare Informatics,In-person,0.02,CS,Part-time,6,Advanced,Ongoing,13,89.75,22
4530,3.05,70,4,20,Easy,Master,Cybersecurity,Online,0.21,Finance,Full-time,7,None,Completed,12,68.46,19
4531,2.07,95,5,18,Moderate,Diploma,Healthcare Informatics,Online,0.09,CS,Part-time,3,Basic,Completed,7,66.22,14
4532,3.97,67,3,15,Moderate,Diploma,UI/UX Design,Online,0.02,Finance,Full-time,3,Advanced,Dropped,8,55.92,23
4533,3.23,87,5,15,Easy,Master,AI & Robotics,Hybrid,0.02,Finance,Full-time,1,Basic,Completed,17,78.1,13
4534,2.12,97,6,24,Easy,Master,Cybersecurity,Hybrid,0.27,Business,Part-time,6,Intermediate,Completed,8,68.97,5
4535,3.32,60,3,13,Moderate,Master,Cybersecurity,In-person,0.26,Finance,Full-time,7,Intermediate,Completed,5,69.82,7
4536,2.76,87,4,23,Moderate,Master,AI & Robotics,Online,0.14,CS,Part-time,6,Basic,Dropped,17,70.09,23
4537,2.27,64,6,15,Hard,Bachelor,UI/UX Design,Hybrid,0.33,Finance,Full-time,3,Basic,Dropped,18,75.55,19
4538,3.13,72,3,14,Moderate,Diploma,UI/UX Design,Online,0.14,Design,Part-time,7,Basic,Ongoing,10,82.75,12
4539,3.45,64,3,17,Moderate,Master,Cybersecurity,Hybrid,0.16,CS,Part-time,8,Advanced,Completed,6,75.89,12
4540,3.34,77,3,19,Hard,Master,Software Engineering,Hybrid,0.0,CS,Full-time,7,Intermediate,Dropped,15,50.33,15
4541,2.5,92,3,16,Hard,Bachelor,AI & Robotics,In-person,0.06,Business,Part-time,8,None,Ongoing,12,53.81,6
4542,3.05,61,5,18,Moderate,Bachelor,UI/UX Design,Online,0.2,Design,Full-time,6,Advanced,Completed,14,84.54,7
4543,3.08,82,4,13,Hard,Master,UI/UX Design,Hybrid,0.23,Business,Full-time,7,Advanced,Completed,7,85.61,11
4544,3.43,62,5,8,Easy,Bachelor,Cybersecurity,Hybrid,0.1,Finance,Part-time,1,None,Completed,7,60.6,15
4545,2.72,76,3,14,Easy,Bachelor,Software Engineering,In-person,0.39,Finance,Full-time,3,None,Completed,12,65.07,6
4546,3.6,89,6,21,Hard,Diploma,Healthcare Informatics,Online,0.27,CS,Part-time,5,Intermediate,Completed,19,74.28,20
4547,3.26,90,5,21,Moderate,Bachelor,Software Engineering,Hybrid,0.35,CS,Full-time,7,Intermediate,Completed,8,89.73,11
4548,2.08,68,4,8,Hard,Master,Finance,In-person,0.16,Finance,Part-time,5,Advanced,Completed,9,59.12,12
4549,3.09,69,4,7,Easy,Diploma,Software Engineering,Online,0.29,CS,Full-time,8,Advanced,Ongoing,17,88.58,20
4550,3.72,68,3,6,Hard,Master,Healthcare Informatics,Hybrid,0.1,Business,Part-time,1,Basic,Completed,17,59.55,19
4551,3.14,89,5,15,Easy,Diploma,Finance,In-person,0.19,Finance,Full-time,1,Basic,Dropped,9,50.98,12
4552,2.35,79,3,14,Moderate,Master,Finance,In-person,0.29,Finance,Full-time,6,None,Completed,15,84.16,14
4553,3.02,65,3,14,Easy,Master,Cybersecurity,Hybrid,0.14,Finance,Part-time,8,Advanced,Ongoing,9,73.31,15
4554,3.51,97,4,19,Moderate,Bachelor,Finance,Hybrid,0.11,Design,Part-time,2,Basic,Completed,11,77.07,22
4555,2.22,91,4,15,Moderate,Diploma,Software Engineering,Hybrid,0.26,CS,Part-time,9,None,Completed,17,66.4,6
4556,3.63,80,5,14,Hard,Bachelor,Cybersecurity,Hybrid,0.31,CS,Part-time,2,Intermediate,Ongoing,9,84.99,7
4557,2.33,85,6,11,Moderate,Master,Software Engineering,Hybrid,0.38,Business,Full-time,4,Advanced,Ongoing,16,72.88,21
4558,3.07,79,4,7,Hard,Master,Healthcare Informatics,Online,0.39,Business,Part-time,5,Intermediate,Completed,15,63.05,14
4559,2.77,94,3,23,Hard,Master,Cybersecurity,Hybrid,0.09,CS,Full-time,9,Intermediate,Completed,7,87.13,6
4560,2.5,71,3,19,Hard,Master,Software Engineering,In-person,0.03,Business,Part-time,5,None,Ongoing,9,56.38,22
4561,3.29,95,6,19,Hard,Bachelor,UI/UX Design,In-person,0.31,CS,Full-time,4,Basic,Ongoing,18,94.37,22
4562,2.07,90,5,17,Hard,Bachelor,Software Engineering,Hybrid,0.47,Business,Part-time,1,None,Ongoing,6,78.99,18
4563,3.52,62,3,23,Hard,Master,UI/UX Design,Hybrid,0.46,Business,Full-time,2,Basic,Ongoing,9,80.64,17
4564,3.05,67,5,5,Moderate,Diploma,AI & Robotics,Hybrid,0.38,Finance,Full-time,2,Basic,Completed,5,57.21,11
4565,3.75,79,4,12,Moderate,Diploma,UI/UX Design,Online,0.11,Finance,Part-time,8,None,Completed,14,69.87,8
4566,3.04,78,4,11,Easy,Master,Cybersecurity,Online,0.11,CS,Part-time,1,Advanced,Ongoing,8,78.26,5
4567,2.07,65,5,11,Hard,Diploma,AI & Robotics,Hybrid,0.28,CS,Full-time,3,None,Completed,12,52.55,6
4568,2.29,62,3,12,Hard,Diploma,UI/UX Design,In-person,0.13,Finance,Part-time,2,Basic,Ongoing,18,85.78,9
4569,3.59,90,3,18,Moderate,Bachelor,Cybersecurity,Hybrid,0.33,CS,Full-time,1,Advanced,Completed,19,66.94,8
4570,2.98,89,3,5,Easy,Bachelor,UI/UX Design,In-person,0.41,Finance,Full-time,7,Intermediate,Ongoing,8,80.11,16
4571,2.88,68,4,6,Hard,Bachelor,Cybersecurity,Hybrid,0.15,Business,Full-time,4,Intermediate,Ongoing,18,71.4,24
4572,2.64,89,3,7,Moderate,Master,UI/UX Design,Hybrid,0.45,CS,Full-time,9,Intermediate,Completed,13,77.75,24
4573,2.57,63,4,16,Easy,Master,Finance,Hybrid,0.21,CS,Part-time,1,None,Ongoing,13,77.72,5
4574,3.93,77,3,8,Moderate,Master,UI/UX Design,Online,0.22,CS,Full-time,5,Basic,Ongoing,16,88.57,15
4575,2.87,78,4,23,Hard,Master,Software Engineering,Hybrid,0.33,Finance,Part-time,2,Basic,Dropped,18,80.89,20
4576,3.77,73,6,9,Hard,Master,UI/UX Design,In-person,0.4,Design,Full-time,5,Advanced,Completed,8,50.27,14
4577,3.3,97,5,22,Easy,Master,UI/UX Design,Online,0.36,Finance,Part-time,8,Intermediate,Completed,7,61.99,21
4578,3.72,61,5,11,Hard,Master,UI/UX Design,Hybrid,0.27,Design,Part-time,1,Advanced,Ongoing,10,55.26,17
4579,3.7,70,5,18,Easy,Bachelor,UI/UX Design,In-person,0.42,Finance,Full-time,9,Basic,Dropped,8,54.91,15
4580,3.91,88,6,19,Easy,Bachelor,UI/UX Design,Online,0.47,Finance,Part-time,3,Basic,Ongoing,10,64.74,24
4581,3.4,96,6,5,Moderate,Bachelor,AI & Robotics,In-person,0.47,Design,Part-time,5,Intermediate,Ongoing,19,93.86,21
4582,3.61,87,3,20,Moderate,Bachelor,Software Engineering,Hybrid,0.15,CS,Part-time,6,Advanced,Dropped,9,60.27,24
4583,3.47,80,3,16,Hard,Master,Healthcare Informatics,In-person,0.19,Business,Part-time,3,Advanced,Ongoing,8,85.1,16
4584,3.21,84,3,6,Hard,Diploma,Cybersecurity,Hybrid,0.39,Finance,Part-time,5,Basic,Dropped,18,80.82,18
4585,3.43,72,3,13,Easy,Master,Healthcare Informatics,In-person,0.35,Finance,Part-time,2,Basic,Ongoing,7,80.99,19
4586,3.43,79,4,14,Hard,Diploma,Healthcare Informatics,In-person,0.35,Finance,Part-time,1,Basic,Completed,13,73.67,12
4587,2.08,98,5,11,Hard,Master,AI & Robotics,In-person,0.4,Design,Part-time,3,None,Completed,10,77.87,20
4588,3.03,93,6,5,Moderate,Master,Healthcare Informatics,In-person,0.35,Finance,Full-time,8,Advanced,Ongoing,17,87.72,11
4589,3.59,98,5,5,Hard,Bachelor,Finance,In-person,0.14,Design,Part-time,6,Intermediate,Completed,7,82.46,18
4590,2.49,67,5,5,Hard,Diploma,Finance,Online,0.28,Business,Part-time,7,None,Ongoing,10,74.33,9
4591,2.93,78,6,7,Hard,Master,Finance,In-person,0.17,Finance,Full-time,1,Basic,Ongoing,19,64.87,22
4592,2.87,64,4,11,Hard,Diploma,AI & Robotics,In-person,0.15,Business,Full-time,7,Advanced,Ongoing,18,56.09,5
4593,2.81,98,5,13,Hard,Master,AI & Robotics,In-person,0.16,Design,Part-time,5,None,Dropped,12,84.8,8
4594,2.24,83,5,9,Moderate,Bachelor,Healthcare Informatics,Hybrid,0.2,Design,Full-time,5,Basic,Completed,5,60.89,5
4595,3.05,90,3,24,Hard,Diploma,Finance,In-person,0.21,CS,Part-time,2,Basic,Ongoing,7,70.58,11
4596,2.89,81,6,13,Hard,Bachelor,Cybersecurity,Online,0.14,Design,Part-time,3,Advanced,Ongoing,5,71.97,15
4597,3.33,98,4,15,Moderate,Diploma,Software Engineering,Online,0.32,Design,Part-time,1,None,Dropped,8,64.62,20
4598,3.1,95,6,18,Moderate,Master,Finance,Online,0.38,Finance,Part-time,6,Basic,Ongoing,19,66.99,18
4599,2.06,79,3,15,Moderate,Bachelor,Cybersecurity,In-person,0.28,Finance,Full-time,5,Basic,Completed,13,80.81,23
4600,2.06,97,5,5,Easy,Bachelor,Finance,Hybrid,0.33,Business,Full-time,2,None,Completed,8,69.1,10
4601,3.4,74,4,7,Easy,Bachelor,UI/UX Design,Online,0.11,Business,Part-time,1,Intermediate,Dropped,17,89.95,13
4602,3.42,60,4,5,Hard,Diploma,UI/UX Design,Hybrid,0.34,Finance,Full-time,4,Basic,Ongoing,14,91.88,15
4603,3.92,60,6,19,Easy,Master,Cybersecurity,Hybrid,0.5,Business,Part-time,9,None,Ongoing,13,73.37,21
4604,3.75,63,4,8,Hard,Diploma,Finance,In-person,0.18,Finance,Part-time,7,Intermediate,Completed,9,60.94,11
4605,2.94,89,3,16,Moderate,Master,Cybersecurity,Hybrid,0.1,CS,Full-time,2,Advanced,Dropped,13,54.2,24
4606,3.25,76,3,5,Easy,Bachelor,AI & Robotics,In-person,0.15,Business,Part-time,6,Advanced,Completed,13,52.11,21
4607,2.91,66,4,21,Moderate,Bachelor,Cybersecurity,Hybrid,0.11,Design,Full-time,6,Basic,Completed,7,84.91,16
4608,2.45,86,3,19,Hard,Bachelor,Healthcare Informatics,In-person,0.29,Design,Full-time,7,None,Completed,15,84.07,7
4609,2.75,82,6,13,Moderate,Master,Finance,In-person,0.47,CS,Full-time,9,Basic,Completed,11,94.28,10
4610,2.21,89,5,19,Moderate,Diploma,UI/UX Design,In-person,0.03,CS,Full-time,9,None,Dropped,13,81.94,22
4611,3.33,60,4,16,Easy,Master,Software Engineering,Online,0.42,CS,Full-time,7,Basic,Completed,12,61.53,12
4612,2.38,85,5,21,Hard,Diploma,Healthcare Informatics,Hybrid,0.18,Business,Full-time,3,Basic,Ongoing,13,87.05,16
4613,2.95,77,5,14,Hard,Diploma,Healthcare Informatics,Hybrid,0.18,Business,Full-time,2,Advanced,Completed,19,50.63,15
4614,3.93,88,3,17,Hard,Bachelor,Cybersecurity,Hybrid,0.19,CS,Part-time,2,Intermediate,Completed,17,83.32,14
4615,2.06,78,6,15,Easy,Diploma,Cybersecurity,Hybrid,0.3,Finance,Part-time,7,Advanced,Dropped,6,74.95,15
4616,2.3,68,6,12,Easy,Bachelor,UI/UX Design,Online,0.08,Finance,Full-time,2,None,Ongoing,11,87.26,13
4617,2.6,68,6,18,Easy,Bachelor,Healthcare Informatics,In-person,0.46,Finance,Full-time,4,Intermediate,Ongoing,10,67.91,23
4618,3.88,79,4,12,Moderate,Bachelor,Cybersecurity,Online,0.19,Design,Full-time,7,Basic,Completed,11,51.51,23
4619,3.82,69,5,23,Easy,Bachelor,UI/UX Design,Hybrid,0.36,Business,Full-time,8,None,Completed,8,90.7,9
4620,2.32,87,3,7,Hard,Master,Finance,Hybrid,0.49,Design,Full-time,1,Basic,Dropped,5,79.24,14
4621,3.96,82,6,23,Easy,Master,Healthcare Informatics,Online,0.3,Business,Full-time,1,Basic,Dropped,13,94.01,15
4622,3.5,77,4,18,Hard,Master,UI/UX Design,Hybrid,0.42,Design,Full-time,9,Basic,Completed,19,78.88,15
4623,3.08,68,3,23,Hard,Bachelor,AI & Robotics,Online,0.11,Business,Part-time,2,None,Completed,16,70.31,22
4624,3.86,78,6,8,Moderate,Master,AI & Robotics,Hybrid,0.05,Business,Part-time,1,Intermediate,Ongoing,12,59.59,19
4625,3.76,85,5,16,Hard,Bachelor,AI & Robotics,Online,0.2,CS,Part-time,1,Basic,Completed,15,54.21,20
4626,2.78,92,6,13,Moderate,Master,Healthcare Informatics,Online,0.17,Finance,Part-time,1,None,Dropped,5,80.9,14
4627,3.31,64,5,6,Easy,Diploma,Finance,In-person,0.06,Design,Part-time,9,Basic,Dropped,10,74.07,18
4628,3.29,65,4,21,Moderate,Bachelor,Finance,Online,0.25,Design,Part-time,9,Basic,Dropped,7,81.71,11
4629,2.65,63,6,14,Moderate,Bachelor,Healthcare Informatics,Online,0.38,CS,Part-time,7,Advanced,Completed,5,79.12,24
4630,2.36,84,5,14,Moderate,Master,Cybersecurity,Online,0.11,Design,Part-time,4,Basic,Dropped,15,50.04,13
4631,2.93,72,5,5,Moderate,Bachelor,UI/UX Design,Online,0.18,Business,Full-time,5,Intermediate,Dropped,14,82.34,9
4632,2.53,87,5,20,Easy,Diploma,UI/UX Design,In-person,0.02,Finance,Part-time,2,Basic,Ongoing,8,82.19,23
4633,2.71,66,4,20,Easy,Bachelor,AI & Robotics,Online,0.23,Finance,Full-time,3,Basic,Completed,6,83.49,23
4634,3.91,63,6,18,Hard,Bachelor,Healthcare Informatics,Online,0.47,Business,Full-time,9,Basic,Ongoing,18,53.0,7
