student_id,enrollment_status,major,gpa,attendance,,final grade,course_load_per_term,study_hours_per_week,course_difficulty_experience,highest_degree,certifications,education_background,career_goal,preferred_industry,success,job_growth_outlook
2282,Part-time,Healthcare,3.29,99,,B,5,6,Hard,Master's Degree,"Python Basics, Leadership Skills",STEM,Registered Nurse,Healthcare,1,Growing
2283,Full-time,Computer Science,2.93,99,,B,6,12,Hard,High School,"Excel for Business, Python Basics",Non-STEM,Software Developer,Computer Science,1,Growing
2284,Part-time,Engineering,2.92,88,,C+,5,7,Easy,Bachelor's Degree,AutoCAD,STEM,Mechanical Engineer,Engineering,0,
2285,Full-time,Engineering,2.08,70,,A,3,7,Moderate,Bachelor's Degree,"Excel for Business, Python Basics",Non-STEM,Mechanical Engineer,Engineering,1,Stable
2286,Part-time,Computer Science,3.36,89,,A,6,10,Hard,Master's Degree,"Leadership Skills, First Aid",STEM,Software Developer,Computer Science,0,
2287,Full-time,Business,2.98,93,,C+,5,8,Easy,High School,Leadership Skills,STEM,Marketing Manager,Business,0,
2288,Part-time,Business,2.98,99,,A,4,20,Moderate,Bachelor's Degree,"Leadership Skills, First Aid",Non-STEM,Marketing Manager,Business,0,
2289,Full-time,Computer Science,3.26,84,,B,6,11,Moderate,High School,AutoCAD,STEM,Software Developer,Computer Science,0,
2290,Full-time,Healthcare,2.99,92,,C+,6,15,Moderate,Bachelor's Degree,"Python Basics, First Aid",STEM,Registered Nurse,Healthcare,1,Growing
2291,Full-time,Business,3.5,99,,B+,3,9,Hard,Master's Degree,Python Basics,Non-STEM,Marketing Manager,Business,1,Stable
2292,Full-time,Business,2.8,79,,A,6,17,Hard,Bachelor's Degree,Excel for Business,Non-STEM,Marketing Manager,Business,0,
2293,Full-time,Healthcare,2.67,98,,B,5,16,Hard,Bachelor's Degree,"AutoCAD, Python Basics",Non-STEM,Registered Nurse,Healthcare,0,
2294,Part-time,Business,2.93,79,,C+,6,17,Easy,Bachelor's Degree,Leadership Skills,Non-STEM,Marketing Manager,Business,1,Stable
2295,Part-time,Computer Science,3.77,81,,B,4,14,Easy,Master's Degree,"Python Basics, First Aid",STEM,Software Developer,Computer Science,1,Growing
2296,Full-time,Healthcare,3.92,92,,C+,3,11,Hard,Bachelor's Degree,"AutoCAD, First Aid",Non-STEM,Registered Nurse,Healthcare,0,
2297,Full-time,Healthcare,2.58,91,,C+,4,20,Moderate,High School,First Aid,STEM,Registered Nurse,Healthcare,0,
2298,Part-time,Engineering,3.26,78,,C+,5,11,Easy,Bachelor's Degree,"Python Basics, Excel for Business",Non-STEM,Mechanical Engineer,Engineering,0,
2299,Full-time,Business,2.16,82,,A,4,7,Hard,Master's Degree,"Leadership Skills, First Aid",STEM,Marketing Manager,Business,1,Stable
2300,Part-time,Engineering,2.34,90,,B,4,18,Moderate,Bachelor's Degree,"AutoCAD, First Aid",Non-STEM,Mechanical Engineer,Engineering,1,Stable
2301,Part-time,Business,3.73,92,,C+,4,15,Moderate,High School,AutoCAD,STEM,Marketing Manager,Business,0,
2302,Part-time,Engineering,3.87,81,,B+,4,13,Hard,Bachelor's Degree,AutoCAD,STEM,Mechanical Engineer,Engineering,0,
2303,Part-time,Computer Science,2.24,96,,B,3,19,Hard,Master's Degree,"Python Basics, First Aid",STEM,Software Developer,Computer Science,0,
2304,Full-time,Engineering,2.45,82,,B+,5,11,Hard,Bachelor's Degree,Python Basics,Non-STEM,Mechanical Engineer,Engineering,1,Stable
2305,Part-time,Business,2.95,89,,A,3,12,Moderate,High School,Leadership Skills,Non-STEM,Marketing Manager,Business,1,Stable
2306,Full-time,Computer Science,2.24,81,,A,6,20,Easy,Master's Degree,Excel for Business,Non-STEM,Software Developer,Computer Science,1,Growing
2307,Part-time,Computer Science,3.26,73,,B,6,19,Hard,Bachelor's Degree,"Leadership Skills, Python Basics",Non-STEM,Software Developer,Computer Science,0,
2308,Part-time,Engineering,3.44,95,,A,5,17,Hard,Master's Degree,First Aid,Non-STEM,Mechanical Engineer,Engineering,0,
2309,Part-time,Healthcare,3.47,79,,B+,4,7,Hard,Master's Degree,"First Aid, Leadership Skills",Non-STEM,Registered Nurse,Healthcare,1,Growing
2310,Full-time,Business,3.39,78,,B+,3,9,Moderate,Bachelor's Degree,"First Aid, Excel for Business",Non-STEM,Marketing Manager,Business,0,
2311,Part-time,Computer Science,3.35,74,,A,3,6,Moderate,Master's Degree,Python Basics,STEM,Software Developer,Computer Science,1,Growing
2312,Full-time,Engineering,3.87,80,,C+,5,18,Easy,Master's Degree,"Python Basics, Excel for Business",STEM,Mechanical Engineer,Engineering,0,
2313,Full-time,Engineering,3.15,98,,B+,4,12,Moderate,High School,First Aid,Non-STEM,Mechanical Engineer,Engineering,1,Stable
2314,Full-time,Engineering,3.78,77,,B+,4,14,Easy,Bachelor's Degree,"Excel for Business, Python Basics",STEM,Mechanical Engineer,Engineering,0,
2315,Part-time,Business,3.82,100,,A,3,19,Moderate,High School,"Excel for Business, Leadership Skills",Non-STEM,Marketing Manager,Business,1,Stable
2316,Part-time,Engineering,2.39,96,,C+,3,7,Easy,High School,Python Basics,STEM,Mechanical Engineer,Engineering,0,
2317,Full-time,Computer Science,2.07,74,,B+,4,16,Moderate,Bachelor's Degree,"Python Basics, Leadership Skills",Non-STEM,Software Developer,Computer Science,0,
2318,Full-time,Computer Science,3.94,97,,C+,6,12,Moderate,High School,"Python Basics, Excel for Business",STEM,Software Developer,Computer Science,0,
2319,Full-time,Healthcare,2.72,92,,C+,5,6,Easy,Bachelor's Degree,Python Basics,STEM,Registered Nurse,Healthcare,0,
2320,Full-time,Engineering,3.04,94,,B,4,10,Easy,Master's Degree,"AutoCAD, Python Basics",Non-STEM,Mechanical Engineer,Engineering,0,
2321,Full-time,Engineering,3.25,83,,B,3,11,Easy,Master's Degree,"Leadership Skills, Python Basics",Non-STEM,Mechanical Engineer,Engineering,1,Stable
2322,Part-time,Healthcare,2.6,87,,C+,4,16,Moderate,High School,"Excel for Business, Python Basics",STEM,Registered Nurse,Healthcare,0,
2323,Part-time,Healthcare,2.28,91,,C+,5,7,Hard,Master's Degree,Excel for Business,STEM,Registered Nurse,Healthcare,0,
2324,Full-time,Healthcare,3.78,100,,A,6,19,Moderate,Master's Degree,"First Aid, Excel for Business",STEM,Registered Nurse,Healthcare,1,Growing
2325,Part-time,Business,3.03,72,,A,6,12,Hard,Bachelor's Degree,"AutoCAD, Python Basics",STEM,Marketing Manager,Business,1,Stable
2326,Part-time,Business,2.83,90,,B,5,19,Hard,Master's Degree,Leadership Skills,Non-STEM,Marketing Manager,Business,1,Stable
2327,Full-time,Engineering,2.86,96,,C+,5,20,Easy,Master's Degree,"First Aid, Python Basics",Non-STEM,Mechanical Engineer,Engineering,0,
2328,Part-time,Business,3.21,90,,B+,5,9,Moderate,Master's Degree,Excel for Business,STEM,Marketing Manager,Business,1,Stable
2329,Part-time,Business,2.55,82,,A,6,16,Moderate,High School,"First Aid, AutoCAD",STEM,Marketing Manager,Business,1,Stable
2330,Part-time,Business,3.98,83,,B+,5,20,Easy,High School,Leadership Skills,Non-STEM,Marketing Manager,Business,1,Stable
2331,Full-time,Engineering,3.36,78,,B,5,14,Easy,Master's Degree,AutoCAD,Non-STEM,Mechanical Engineer,Engineering,0,
2332,Part-time,Business,3.01,72,,B+,6,11,Hard,High School,First Aid,STEM,Marketing Manager,Business,1,Stable
2333,Full-time,Healthcare,2.16,90,,A,6,20,Moderate,Bachelor's Degree,"Leadership Skills, Excel for Business",Non-STEM,Registered Nurse,Healthcare,0,
2334,Full-time,Computer Science,2.49,86,,B,4,16,Hard,Bachelor's Degree,"AutoCAD, Leadership Skills",STEM,Software Developer,Computer Science,0,
2335,Part-time,Computer Science,2.11,87,,B+,3,14,Hard,Master's Degree,First Aid,STEM,Software Developer,Computer Science,1,Growing
2336,Full-time,Business,2.49,79,,C+,5,8,Easy,High School,Excel for Business,Non-STEM,Marketing Manager,Business,1,Stable
2337,Full-time,Engineering,3.53,78,,B,5,20,Moderate,Bachelor's Degree,"First Aid, AutoCAD",Non-STEM,Mechanical Engineer,Engineering,0,
2338,Full-time,Computer Science,3.36,84,,C+,5,13,Moderate,High School,First Aid,STEM,Software Developer,Computer Science,0,
2339,Full-time,Healthcare,3.06,70,,C+,5,18,Hard,Master's Degree,Excel for Business,Non-STEM,Registered Nurse,Healthcare,0,
2340,Part-time,Healthcare,3.49,79,,A,6,6,Hard,High School,Python Basics,Non-STEM,Registered Nurse,Healthcare,1,Growing
2341,Full-time,Computer Science,3.24,93,,B,3,20,Hard,Bachelor's Degree,"AutoCAD, Python Basics",Non-STEM,Software Developer,Computer Science,1,Growing
2342,Full-time,Engineering,2.53,99,,A,4,11,Moderate,Bachelor's Degree,"AutoCAD, Python Basics",Non-STEM,Mechanical Engineer,Engineering,0,
2343,Part-time,Computer Science,3.45,96,,A,6,20,Moderate,Master's Degree,"First Aid, Excel for Business",Non-STEM,Software Developer,Computer Science,0,
2344,Part-time,Business,3.53,86,,B+,5,19,Moderate,Bachelor's Degree,Python Basics,STEM,Marketing Manager,Business,1,Stable
2345,Part-time,Healthcare,2.65,81,,B+,4,20,Hard,High School,Excel for Business,Non-STEM,Registered Nurse,Healthcare,0,
2346,Full-time,Business,2.45,75,,A,6,20,Moderate,Bachelor's Degree,"Leadership Skills, AutoCAD",Non-STEM,Marketing Manager,Business,0,
2347,Part-time,Engineering,2.82,95,,A,4,17,Easy,Bachelor's Degree,Leadership Skills,STEM,Mechanical Engineer,Engineering,0,
2348,Full-time,Computer Science,2.38,70,,B,5,6,Moderate,Bachelor's Degree,"Excel for Business, Python Basics",Non-STEM,Software Developer,Computer Science,0,
2349,Full-time,Business,2.98,75,,B+,4,17,Hard,Bachelor's Degree,"First Aid, Leadership Skills",STEM,Marketing Manager,Business,0,
2350,Full-time,Computer Science,3.46,94,,C+,5,15,Easy,High School,"Python Basics, AutoCAD",Non-STEM,Software Developer,Computer Science,0,
2351,Part-time,Engineering,3.84,100,,A,5,7,Moderate,Bachelor's Degree,Excel for Business,STEM,Mechanical Engineer,Engineering,0,
2352,Full-time,Engineering,2.2,74,,C+,6,13,Hard,Master's Degree,"Leadership Skills, First Aid",Non-STEM,Mechanical Engineer,Engineering,0,
2353,Part-time,Computer Science,3.9,82,,B+,3,11,Hard,Master's Degree,AutoCAD,STEM,Software Developer,Computer Science,1,Growing
2354,Part-time,Engineering,2.34,91,,A,5,6,Easy,Master's Degree,AutoCAD,Non-STEM,Mechanical Engineer,Engineering,1,Stable
2355,Full-time,Engineering,3.72,78,,B,3,17,Moderate,Bachelor's Degree,AutoCAD,STEM,Mechanical Engineer,Engineering,1,Stable
2356,Full-time,Healthcare,2.73,95,,B+,6,15,Moderate,Master's Degree,First Aid,STEM,Registered Nurse,Healthcare,0,
2357,Full-time,Healthcare,2.54,85,,B,3,20,Hard,Master's Degree,"Leadership Skills, Excel for Business",STEM,Registered Nurse,Healthcare,0,
2358,Part-time,Computer Science,2.22,72,,C+,3,12,Hard,Bachelor's Degree,"Leadership Skills, Excel for Business",STEM,Software Developer,Computer Science,1,Growing
2359,Part-time,Computer Science,2.6,84,,A,6,14,Hard,Bachelor's Degree,"Python Basics, AutoCAD",Non-STEM,Software Developer,Computer Science,0,
2360,Part-time,Business,3.87,72,,A,5,8,Easy,Bachelor's Degree,"First Aid, Python Basics",STEM,Marketing Manager,Business,1,Stable
2361,Full-time,Computer Science,2.41,100,,A,4,16,Hard,High School,"AutoCAD, Leadership Skills",STEM,Software Developer,Computer Science,1,Growing
2362,Part-time,Computer Science,2.94,93,,B,5,7,Easy,Bachelor's Degree,"Python Basics, First Aid",STEM,Software Developer,Computer Science,1,Growing
2363,Full-time,Business,2.34,70,,A,3,15,Moderate,High School,"Leadership Skills, AutoCAD",Non-STEM,Marketing Manager,Business,1,Stable
2364,Full-time,Computer Science,3.64,97,,B+,3,16,Moderate,Bachelor's Degree,"Python Basics, AutoCAD",Non-STEM,Software Developer,Computer Science,1,Growing
2365,Part-time,Computer Science,2.22,87,,B+,6,17,Moderate,Master's Degree,AutoCAD,STEM,Software Developer,Computer Science,1,Growing
2366,Part-time,Computer Science,3.47,94,,C+,4,17,Hard,High School,Python Basics,Non-STEM,Software Developer,Computer Science,1,Growing
2367,Full-time,Computer Science,3.86,88,,B+,6,14,Easy,High School,"Excel for Business, AutoCAD",Non-STEM,Software Developer,Computer Science,1,Growing
2368,Full-time,Business,2.06,82,,C+,4,8,Hard,Bachelor's Degree,"First Aid, Excel for Business",Non-STEM,Marketing Manager,Business,1,Stable
2369,Part-time,Engineering,2.41,91,,C+,5,18,Moderate,Bachelor's Degree,"First Aid, Python Basics",STEM,Mechanical Engineer,Engineering,0,
2370,Full-time,Healthcare,2.02,79,,C+,5,19,Easy,Master's Degree,"Python Basics, AutoCAD",Non-STEM,Registered Nurse,Healthcare,0,
2371,Part-time,Healthcare,2.05,80,,B+,3,12,Hard,High School,"AutoCAD, Excel for Business",STEM,Registered Nurse,Healthcare,1,Growing
2372,Full-time,Business,2.91,82,,C+,6,15,Easy,Bachelor's Degree,Excel for Business,Non-STEM,Marketing Manager,Business,1,Stable
2373,Full-time,Healthcare,3.8,75,,B,3,16,Easy,High School,Python Basics,STEM,Registered Nurse,Healthcare,0,
2374,Part-time,Business,3.26,80,,A,5,11,Moderate,Master's Degree,Excel for Business,Non-STEM,Marketing Manager,Business,1,Stable
2375,Part-time,Computer Science,2.12,99,,B+,6,11,Moderate,Bachelor's Degree,AutoCAD,Non-STEM,Software Developer,Computer Science,0,
2376,Part-time,Business,2.21,94,,B+,3,13,Moderate,Master's Degree,AutoCAD,STEM,Marketing Manager,Business,0,
2377,Part-time,Healthcare,3.74,71,,B,3,7,Easy,Master's Degree,"AutoCAD, First Aid",Non-STEM,Registered Nurse,Healthcare,0,
2378,Full-time,Computer Science,2.55,76,,A,6,16,Moderate,Master's Degree,First Aid,STEM,Software Developer,Computer Science,0,
2379,Full-time,Computer Science,3.89,72,,B+,3,20,Hard,Master's Degree,"Leadership Skills, AutoCAD",Non-STEM,Software Developer,Computer Science,0,
2380,Full-time,Engineering,2.08,96,,B,3,14,Hard,Bachelor's Degree,"Leadership Skills, Excel for Business",STEM,Mechanical Engineer,Engineering,0,
2381,Part-time,Computer Science,2.19,88,,C+,3,13,Moderate,Master's Degree,Excel for Business,STEM,Software Developer,Computer Science,1,Growing
2382,Part-time,Computer Science,3.52,90,,B,6,7,Easy,Bachelor's Degree,"AutoCAD, Excel for Business",Non-STEM,Software Developer,Computer Science,1,Growing
2383,Full-time,Business,3.74,89,,B+,3,20,Easy,Master's Degree,First Aid,STEM,Marketing Manager,Business,0,
2384,Full-time,Computer Science,3.76,83,,C+,4,8,Easy,Master's Degree,"Excel for Business, Python Basics",Non-STEM,Software Developer,Computer Science,1,Growing
2385,Full-time,Engineering,3.22,80,,B+,6,19,Hard,Bachelor's Degree,First Aid,Non-STEM,Mechanical Engineer,Engineering,0,
2386,Part-time,Engineering,2.99,92,,B,5,6,Easy,High School,First Aid,Non-STEM,Mechanical Engineer,Engineering,0,
2387,Part-time,Engineering,3.57,89,,B,3,10,Easy,Master's Degree,Python Basics,Non-STEM,Mechanical Engineer,Engineering,1,Stable
2388,Full-time,Business,3.44,73,,C+,4,15,Easy,High School,"Leadership Skills, AutoCAD",Non-STEM,Marketing Manager,Business,0,
2389,Part-time,Healthcare,3.99,89,,A,3,17,Moderate,Bachelor's Degree,"First Aid, Leadership Skills",STEM,Registered Nurse,Healthcare,1,Growing
2390,Part-time,Computer Science,2.73,90,,B+,5,11,Hard,Master's Degree,"Python Basics, AutoCAD",Non-STEM,Software Developer,Computer Science,0,
2391,Part-time,Engineering,3.69,93,,B,4,16,Easy,Bachelor's Degree,"First Aid, AutoCAD",STEM,Mechanical Engineer,Engineering,1,Stable
2392,Part-time,Business,2.14,81,,B,5,15,Easy,Bachelor's Degree,"AutoCAD, Excel for Business",Non-STEM,Marketing Manager,Business,1,Stable
2393,Part-time,Business,2.92,90,,B,5,18,Hard,High School,"Leadership Skills, AutoCAD",Non-STEM,Marketing Manager,Business,1,Stable
2394,Full-time,Computer Science,2.17,79,,B+,6,13,Moderate,Master's Degree,"AutoCAD, Leadership Skills",Non-STEM,Software Developer,Computer Science,1,Growing
2395,Full-time,Healthcare,2.55,74,,B,4,18,Moderate,Master's Degree,Python Basics,Non-STEM,Registered Nurse,Healthcare,0,
2396,Full-time,Business,2.22,92,,C+,3,10,Moderate,Bachelor's Degree,"Python Basics, AutoCAD",Non-STEM,Marketing Manager,Business,1,Stable
2397,Part-time,Business,3.33,79,,B+,3,12,Hard,Bachelor's Degree,First Aid,STEM,Marketing Manager,Business,1,Stable
2398,Full-time,Computer Science,2.57,75,,B+,3,13,Hard,Master's Degree,AutoCAD,STEM,Software Developer,Computer Science,0,
2399,Part-time,Computer Science,2.04,100,,B+,5,16,Easy,High School,"AutoCAD, Leadership Skills",STEM,Software Developer,Computer Science,1,Growing
2400,Full-time,Engineering,2.89,74,,C+,6,15,Easy,Bachelor's Degree,First Aid,STEM,Mechanical Engineer,Engineering,0,
2401,Part-time,Healthcare,3.49,72,,A,3,20,Hard,High School,"Excel for Business, AutoCAD",STEM,Registered Nurse,Healthcare,1,Growing
2402,Full-time,Engineering,3.74,84,,C+,3,11,Easy,Master's Degree,"First Aid, Leadership Skills",Non-STEM,Mechanical Engineer,Engineering,1,Stable
2403,Part-time,Engineering,2.54,80,,A,6,12,Hard,Bachelor's Degree,Excel for Business,STEM,Mechanical Engineer,Engineering,0,
2404,Full-time,Healthcare,3.91,77,,A,4,19,Moderate,Master's Degree,"Excel for Business, First Aid",Non-STEM,Registered Nurse,Healthcare,0,
2405,Part-time,Business,3.51,79,,A,4,16,Hard,High School,"First Aid, Leadership Skills",STEM,Marketing Manager,Business,1,Stable
2406,Full-time,Engineering,3.65,87,,B,6,11,Moderate,Bachelor's Degree,"First Aid, Excel for Business",Non-STEM,Mechanical Engineer,Engineering,0,
2407,Part-time,Engineering,3.78,84,,B,6,17,Moderate,Bachelor's Degree,First Aid,Non-STEM,Mechanical Engineer,Engineering,0,
2408,Part-time,Healthcare,2.52,82,,B,3,14,Easy,High School,"AutoCAD, Leadership Skills",STEM,Registered Nurse,Healthcare,1,Growing
2409,Full-time,Computer Science,2.34,71,,A,3,15,Moderate,High School,Python Basics,STEM,Software Developer,Computer Science,1,Growing
2410,Part-time,Healthcare,3.98,95,,A,3,17,Easy,Bachelor's Degree,"Excel for Business, First Aid",STEM,Registered Nurse,Healthcare,0,
2411,Full-time,Engineering,2.75,87,,B,5,15,Easy,Bachelor's Degree,"Python Basics, Excel for Business",Non-STEM,Mechanical Engineer,Engineering,0,
2412,Part-time,Computer Science,2.09,74,,B+,4,7,Moderate,Bachelor's Degree,AutoCAD,STEM,Software Developer,Computer Science,0,
2413,Full-time,Computer Science,3.27,95,,C+,3,20,Moderate,Bachelor's Degree,"Leadership Skills, Python Basics",STEM,Software Developer,Computer Science,1,Growing
2414,Full-time,Healthcare,2.98,100,,B+,3,9,Easy,Master's Degree,AutoCAD,STEM,Registered Nurse,Healthcare,1,Growing
2415,Full-time,Computer Science,2.34,82,,B,5,18,Hard,High School,Excel for Business,Non-STEM,Software Developer,Computer Science,1,Growing
2416,Full-time,Computer Science,2.49,78,,B+,3,16,Easy,Bachelor's Degree,Leadership Skills,Non-STEM,Software Developer,Computer Science,0,
2417,Part-time,Computer Science,2.23,93,,B,3,8,Moderate,Master's Degree,AutoCAD,STEM,Software Developer,Computer Science,1,Growing
2418,Full-time,Computer Science,2.99,90,,C+,6,15,Moderate,Master's Degree,"Python Basics, First Aid",STEM,Software Developer,Computer Science,1,Growing
2419,Full-time,Engineering,3.35,83,,A,5,8,Moderate,Master's Degree,"First Aid, Excel for Business",STEM,Mechanical Engineer,Engineering,1,Stable
2420,Full-time,Engineering,2.56,97,,C+,5,19,Hard,Master's Degree,Leadership Skills,STEM,Mechanical Engineer,Engineering,0,
2421,Part-time,Engineering,2.5,96,,C+,6,20,Moderate,High School,AutoCAD,Non-STEM,Mechanical Engineer,Engineering,0,
2422,Part-time,Healthcare,2.85,78,,C+,3,16,Easy,Bachelor's Degree,First Aid,STEM,Registered Nurse,Healthcare,0,
2423,Full-time,Healthcare,2.75,96,,B+,5,16,Easy,Master's Degree,"Python Basics, Leadership Skills",Non-STEM,Registered Nurse,Healthcare,0,
2424,Part-time,Computer Science,3.89,82,,A,6,18,Easy,High School,"First Aid, Python Basics",Non-STEM,Software Developer,Computer Science,1,Growing
2425,Part-time,Engineering,3.8,87,,B+,5,8,Easy,Master's Degree,"AutoCAD, Leadership Skills",Non-STEM,Mechanical Engineer,Engineering,0,
2426,Part-time,Healthcare,2.58,85,,B,4,14,Moderate,Master's Degree,"Excel for Business, Python Basics",STEM,Registered Nurse,Healthcare,1,Growing
2427,Full-time,Business,2.57,99,,B,3,8,Moderate,High School,AutoCAD,Non-STEM,Marketing Manager,Business,0,
2428,Full-time,Computer Science,3.74,85,,A,4,15,Moderate,Bachelor's Degree,AutoCAD,STEM,Software Developer,Computer Science,0,
2429,Part-time,Healthcare,3,80,,B,3,9,Hard,Master's Degree,"AutoCAD, Python Basics",Non-STEM,Registered Nurse,Healthcare,1,Growing
2430,Full-time,Healthcare,2.94,80,,C+,6,10,Easy,High School,Excel for Business,STEM,Registered Nurse,Healthcare,0,
2431,Part-time,Engineering,2.28,91,,C+,6,17,Moderate,High School,Excel for Business,Non-STEM,Mechanical Engineer,Engineering,0,
2432,Full-time,Healthcare,2.87,91,,C+,5,12,Hard,Master's Degree,"First Aid, Excel for Business",STEM,Registered Nurse,Healthcare,1,Growing
2433,Full-time,Engineering,2.07,97,,B,6,10,Hard,Master's Degree,"First Aid, Python Basics",STEM,Mechanical Engineer,Engineering,0,
2434,Part-time,Engineering,2,84,,C+,3,17,Easy,Bachelor's Degree,"First Aid, Leadership Skills",Non-STEM,Mechanical Engineer,Engineering,1,Stable
2435,Full-time,Healthcare,2.88,81,,A,4,18,Hard,Bachelor's Degree,Leadership Skills,Non-STEM,Registered Nurse,Healthcare,0,
2436,Part-time,Engineering,2.9,99,,A,5,7,Easy,High School,First Aid,Non-STEM,Mechanical Engineer,Engineering,1,Stable
2437,Full-time,Computer Science,3.34,99,,C+,3,9,Moderate,High School,First Aid,Non-STEM,Software Developer,Computer Science,0,
2438,Part-time,Healthcare,2.15,74,,B,6,9,Moderate,Bachelor's Degree,"Excel for Business, Leadership Skills",Non-STEM,Registered Nurse,Healthcare,0,
2439,Full-time,Computer Science,2.34,95,,A,3,16,Easy,Bachelor's Degree,First Aid,STEM,Software Developer,Computer Science,1,Growing
2440,Full-time,Computer Science,3.15,70,,B+,6,7,Moderate,High School,"Excel for Business, First Aid",Non-STEM,Software Developer,Computer Science,0,
2441,Part-time,Computer Science,3.2,87,,B+,3,9,Easy,Master's Degree,"First Aid, Python Basics",Non-STEM,Software Developer,Computer Science,0,
2442,Full-time,Business,3.3,86,,B,4,11,Easy,Bachelor's Degree,"Python Basics, First Aid",Non-STEM,Marketing Manager,Business,0,
2443,Part-time,Engineering,2.16,71,,B,6,6,Hard,High School,First Aid,Non-STEM,Mechanical Engineer,Engineering,1,Stable
2444,Full-time,Engineering,3.43,94,,A,5,9,Moderate,Bachelor's Degree,"First Aid, Python Basics",STEM,Mechanical Engineer,Engineering,1,Stable
2445,Part-time,Computer Science,3.62,94,,A,3,18,Hard,Master's Degree,"Python Basics, Leadership Skills",STEM,Software Developer,Computer Science,0,
2446,Part-time,Computer Science,2.94,98,,C+,4,17,Easy,High School,AutoCAD,Non-STEM,Software Developer,Computer Science,1,Growing
2447,Full-time,Engineering,3.7,88,,C+,3,6,Hard,Bachelor's Degree,"First Aid, AutoCAD",STEM,Mechanical Engineer,Engineering,0,
2448,Part-time,Engineering,3.01,87,,B+,3,20,Hard,Bachelor's Degree,"Leadership Skills, Excel for Business",STEM,Mechanical Engineer,Engineering,0,
2449,Full-time,Computer Science,3.78,81,,C+,6,13,Easy,Master's Degree,"Excel for Business, First Aid",Non-STEM,Software Developer,Computer Science,0,
2450,Part-time,Engineering,3.57,99,,A,6,19,Hard,High School,Leadership Skills,STEM,Mechanical Engineer,Engineering,1,Stable
2451,Part-time,Business,2.89,73,,A,5,9,Moderate,Bachelor's Degree,"Excel for Business, Python Basics",Non-STEM,Marketing Manager,Business,1,Stable
2452,Full-time,Healthcare,3.22,96,,A,6,10,Easy,Master's Degree,AutoCAD,Non-STEM,Registered Nurse,Healthcare,0,
2453,Part-time,Healthcare,2.68,71,,B,3,15,Easy,Master's Degree,First Aid,Non-STEM,Registered Nurse,Healthcare,0,
2454,Part-time,Computer Science,3.21,93,,C+,5,8,Easy,Bachelor's Degree,Excel for Business,Non-STEM,Software Developer,Computer Science,1,Growing
2455,Part-time,Computer Science,2.75,78,,C+,6,17,Hard,Bachelor's Degree,"First Aid, AutoCAD",Non-STEM,Software Developer,Computer Science,1,Growing
2456,Full-time,Computer Science,2.41,85,,B+,4,15,Easy,High School,"Leadership Skills, Python Basics",STEM,Software Developer,Computer Science,1,Growing
2457,Full-time,Computer Science,2.17,98,,C+,4,7,Moderate,Bachelor's Degree,"AutoCAD, Leadership Skills",Non-STEM,Software Developer,Computer Science,0,
2458,Part-time,Business,2.29,71,,A,4,20,Hard,Bachelor's Degree,Excel for Business,Non-STEM,Marketing Manager,Business,1,Stable
2459,Part-time,Business,3.47,99,,B+,6,6,Easy,Master's Degree,AutoCAD,STEM,Marketing Manager,Business,0,
2460,Full-time,Business,2.85,81,,B,5,14,Moderate,High School,"First Aid, Leadership Skills",STEM,Marketing Manager,Business,0,
2461,Full-time,Computer Science,3.38,95,,C+,6,12,Hard,Master's Degree,AutoCAD,STEM,Software Developer,Computer Science,0,
2462,Full-time,Computer Science,3.58,92,,B,6,13,Easy,Master's Degree,Python Basics,STEM,Software Developer,Computer Science,1,Growing
2463,Full-time,Computer Science,2.84,100,,C+,3,13,Moderate,Bachelor's Degree,"Python Basics, First Aid",STEM,Software Developer,Computer Science,1,Growing
2464,Full-time,Engineering,3.32,80,,A,5,15,Easy,High School,"AutoCAD, Leadership Skills",Non-STEM,Mechanical Engineer,Engineering,1,Stable
2465,Part-time,Healthcare,2.42,86,,B+,4,11,Easy,High School,"First Aid, Python Basics",Non-STEM,Registered Nurse,Healthcare,0,
2466,Full-time,Engineering,2.75,97,,A,6,17,Easy,Master's Degree,"Leadership Skills, Python Basics",Non-STEM,Mechanical Engineer,Engineering,0,
2467,Part-time,Healthcare,3.72,77,,C+,3,6,Easy,High School,"Leadership Skills, AutoCAD",STEM,Registered Nurse,Healthcare,1,Growing
2468,Part-time,Healthcare,3,70,,B+,4,10,Moderate,High School,Leadership Skills,Non-STEM,Registered Nurse,Healthcare,0,
2469,Part-time,Business,3.73,93,,B+,6,13,Easy,High School,Leadership Skills,Non-STEM,Marketing Manager,Business,0,
2470,Full-time,Computer Science,2.13,85,,B+,6,17,Hard,Master's Degree,Leadership Skills,Non-STEM,Software Developer,Computer Science,0,
2471,Part-time,Business,3.07,88,,B,3,9,Moderate,Master's Degree,"Leadership Skills, AutoCAD",Non-STEM,Marketing Manager,Business,1,Stable
2472,Full-time,Healthcare,2.65,96,,C+,3,15,Moderate,Bachelor's Degree,AutoCAD,Non-STEM,Registered Nurse,Healthcare,0,
2473,Full-time,Computer Science,3.9,100,,A,4,6,Hard,Bachelor's Degree,"Python Basics, AutoCAD",Non-STEM,Software Developer,Computer Science,1,Growing
2474,Part-time,Computer Science,3.73,77,,B+,6,10,Easy,Bachelor's Degree,"Leadership Skills, Excel for Business",STEM,Software Developer,Computer Science,0,
